,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_names,actor_characters,director_names,genres_list
4940,tm154754,Tom Sawyer & Huckleberry Finn,MOVIE,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.",2014,PG-13,90,"['drama', 'action', 'family', 'european']","['DE', 'US']",0,tt1977087,5.1,938.0,5.657,5.5,"['Val Kilmer', 'Katherine McNamara', 'Jake T. Austin', 'Joel Courtney', 'Noah Munck', 'Christine Kaufmann', 'Velizar Binev', 'Dan van Husen', 'Miles Mussenden', 'Sewell Whitney', 'Garren Stitt']","['Mark Twain', 'Becky Thatcher', 'Huckleberry Finn', 'Tom Sawyer', 'Ben Rogers', 'Aunt Polly', 'Preacher', 'Windy', 'Jim', 'Defense Attorney', 'Young Boy (uncredited)']",['Jo Kastner'],"[""['drama'"", ""'action'"", ""'family'"", ""'european']""]"
4941,tm348393,When Love Happens,MOVIE,"Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",2014,Unknown,109,['romance'],['NG'],0,tt4094916,4.8,128.0,1.865,5.0,[],[],[],"[""['romance']""]"
4942,tm188187,Heatstroke,MOVIE,"On a family trip in the African desert, a research scientist unintentionally travels off course and is brutally murdered by an arms dealer. His girlfriend is put to the ultimate survival test as she attempts to evade the killers and protect his teenage daughter.",2013,R,92,"['thriller', 'action', 'drama']",['ZA'],0,tt3663040,4.8,3154.0,3.429,5.0,"['Stephen Dorff', 'Svetlana Metkina', 'Maisie Williams', 'Peter Stormare', 'Andrew Roux', 'Warrick Grier', 'Calvin Hayward', 'Jeanne Nielson', 'Ndalo Stofile']","['Paul', 'Tally', 'Josie', 'Mallick', 'Dib', 'Bodley', 'Foy', 'Miriam', 'Nurse']",['Evelyn Purcell'],"[""['thriller'"", ""'action'"", ""'drama']""]"
4943,tm231118,Predatory Lender,MOVIE,Dark thriller that follows the exploits of a psychopathic real estate agent.,2014,Unknown,81,"['comedy', 'horror', 'crime']",['US'],0,tt2608232,5.0,44.0,1.271,6.0,"['Vikas Ahuja', 'Shakuntala Ray Banerji', 'Arlene Barshinger', 'Veronica Castro', 'Yeena Fisher', 'Valentina Guerra', 'Darlene Gustavson', 'Kristina Hagan', 'Kaira']","['Levon', 'Amber', 'Restaurant Server', 'Monica', 'Stacy', 'Maria', 'Dead Darla', 'Darcy', 'Tami']",['Evertis S. Wright'],"[""['comedy'"", ""'horror'"", ""'crime']""]"
4944,tm220363,The Saturn V Story,MOVIE,"In 1961, no one believed President Kennedy’s pledge to put a man on the moon by the end of the decade. To win the race to space, the USA needed to create a multi-billion dollar space program. Using stunning NASA footage, this inspirational film tells the story of the colossal challenges NASA faced to fulfill Kennedy's pledge. With the accolade of flying 24 men safely to the moon, Saturn V is considered one of mankind's greatest technological achievements. This is the story of the most powerful machine ever built, and the men and women who believed it could fly.",2014,Unknown,52,"['documentation', 'history']",['XX'],0,tt3884454,7.6,207.0,2.228,8.0,"['John F. Kennedy', 'Werner Von Braun']","['Himself', 'Himself']","['Elliot Weaver', 'Zander Weaver']","[""['documentation'"", ""'history']""]"
4945,tm151360,Jungle Shuffle,MOVIE,In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.,2014,Unknown,85,['animation'],"['KR', 'MX']",0,tt2722786,4.5,331.0,4.023,5.2,"['Drake Bell', 'Rob Schneider', 'Brianne Siddall', ""Joey D'Auria"", 'Jessica DiCicco', 'Chris Gardner', 'Michael McConnohie', 'Eric Lopez', 'Fred Tatasciore', 'Amanda Troop', 'Derek Stephen Prince', 'Alicia Silverstone']","['Manu (voice)', 'Chuy (voice)', 'Young Chuy (voice)', 'Reiser (voice)', 'Sacha (voice)', 'Balaam (voice)', 'Helms (voice)', 'Artex (voice)', 'Cusumba (voice)', 'Cecilia (voice)', 'Louca (voice)', 'Sacha (voice)']","['Mauricio De la Orta', 'Taedong Park']","[""['animation']""]"
4946,tm140494,McCanick,MOVIE,"Over the course of one feverish day, a harried narcotics detective and his reluctant partner frantically track down a recently released convict who knows a secret from the past.",2014,R,96,"['crime', 'thriller', 'drama']",['US'],0,tt2295564,4.7,1631.0,4.912,4.8,"['David Morse', 'Cory Monteith', 'Mike Vogel', 'Rachel Nichols', 'Ciarán Hinds', 'Tracie Thoms', 'Trevor Morgan', 'Aaron Yoo', 'Franklin Ojeda Smith', 'Anthony Dippolito']","[""Eugene 'Mack' McCanick"", 'Simon Weeks', 'Floyd Intrator', 'Amy Intrator', 'Quinn', 'Sister Alice', 'Louis', 'Carl', 'Julius', 'Young Hustler']",['Josh C. Waller'],"[""['crime'"", ""'thriller'"", ""'drama']""]"
4947,tm158517,Gunday,MOVIE,"The lives of Calcutta's most powerful Gunday - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",2014,Unknown,152,"['action', 'drama', 'romance']",['IN'],0,tt2574698,2.2,58885.0,6.568,4.9,"['Ranveer Singh', 'Arjun Kapoor', 'Priyanka Chopra Jonas', 'Irrfan Khan', 'Saurabh Shukla', 'Pankaj Tripathi', 'Victor Banerjee', 'Anant Vidhaat Sharma', 'Deepraj Rana', 'Darshan Gurjar']","['Bikram Bose', 'Bala Bhattacharya', 'Nandita Sengupta', 'Satyajeet Sarkar', 'Kaali Kaka', 'Lateef', 'SP of Calcutta', 'Himanshu', 'Dibakar', 'Young Bikram Bose']",['Ali Abbas Zafar'],"[""['action'"", ""'drama'"", ""'romance']""]"
4948,tm187588,Christmas on the Bayou,MOVIE,"When successful New York marketing executive Katherine discovers her workaholic ways are taking a toll on her eight-year-old son, Zac, she decides to spend Christmas with him and her mother, Lilly in her home town on the bayou. When Caleb tries to rekindle a childhood romance and convince her to move back home, Katherine is torn between the bright lights of the big city and the quiet, gentler rhythms of her Southern roots. Only a Christmas miracle orchestrated by Papa Noel can steer her heart to her true home.",2013,Unknown,86,"['romance', 'drama']",['US'],0,tt2993674,6.1,1286.0,4.138,6.2,"['Hilarie Burton', 'Tyler Hilton', 'Randy Travis', 'Markie Post', 'Ed Asner', 'Brody Rose', 'Ariana Neal', 'Cannon Bosarge', 'Griff Furst', 'Colin Bates', 'Samantha Beaulieu', 'Jacob Etter', 'Odessa Feaster', 'Dana Gourrier', 'Leticia Jimenez', 'Mary Katherine Oglesby', 'Lisa Raziano', 'Angela M. Thomas', 'Allen Boudreaux', 'John C. Coffman', 'Jay Florsheim', 'Bria Hobgood', 'Tommy Sheppard']","['Katherine', 'Caleb', 'Mr. Greenhall', 'Lilly', 'Papa Noel', 'Zach', 'Sienna', 'Bryce', 'Josh', 'Young Caleb', 'Park Ranger Beth', 'Flashback Kid', 'Local Woman', 'Janelle', ""Kathryn's Assistant"", 'Young Katherine', 'Pageant Attendee', 'Receptionist', 'Store Patron (uncredited)', 'Office Worker (uncredited)', 'Bonfire Goer (uncredited)', 'Extra (uncredited)', 'Bonfire Goer (uncredited)']",['Leslie Hope'],"[""['romance'"", ""'drama']""]"
4949,tm156585,Ink & Steel,MOVIE,"In this award-winning crime drama, a ruthless mob enforcer is tasked with protecting his boss's outcast son. As a violent turf war escalates, they hide at a remote upstate New York farm, imposing on a scared single mother and her young son.",2014,Unknown,134,['drama'],['US'],0,tt3243216,5.7,135.0,1.995,6.0,"['Richard Fiske', 'Tyler Noble', 'Molly Ryman', 'Jason Beckmann', 'Jack Millard']","['Michael', 'Jimmy', 'Vanessa', 'Noah', 'Joey']",[],"[""['drama']""]"
4950,tm154156,The Taking of Tiger Mountain,MOVIE,"Based on the real life story of an incident in 1946 during the Chinese Civil War, the film involves a communist reconnaissance team soldier Yang Zirong who disguised himself as a bandit to infiltrate a local gang of bandits, eventually helping the main communist force to destroy the bandits. Based on the novel ""Tracks in the Snowy Forest"" by Qu Bo.",2014,Unknown,141,"['thriller', 'action', 'history', 'war']","['CN', 'HK']",0,tt3950078,6.3,3046.0,11.633,6.5,"['Zhang Hanyu', 'Tony Leung Ka-fai', 'Tong Liya', 'Lin Gengxin', 'Nan Yu', 'Han Geng', 'Tse Miu', 'Chen Xiao', 'Gao Hu', 'Zha Ka', 'Xing Yu', 'Sun Jiaolong', 'Cheng Si-Han', 'Xiao Yi', 'Wang Yao', 'Yang Yiwei', 'Kui Zhou', 'Lu Zhong', 'Jerry Liau', 'Gao Shan']","['Yang Zirong', 'Hawk', 'Little Dove', 'Capitaine 203', 'Ma Qinlian', 'Jimmy', 'Baojun', 'Gao Bo', 'uncredited', 'Tank', 'Second Brother', 'Third Brother', 'Fourth Brother', 'Sixth Brother', 'Seventh Brother', 'Eighth Brother', 'Chu Hongshan', 'Grandmother', nan, nan]",['Tsui Hark'],"[""['thriller'"", ""'action'"", ""'history'"", ""'war']""]"
4951,tm157722,Electric Slide,MOVIE,"A heightened homage to the City of Angels, Electric Slide riffs on the real-life story of Eddie Dodson, the notorious ""Gentleman Bank Robber."" With a debonair sophistication and a serious talent for flirt, Dodson managed to lure money from mesmerized female tellers at over 60 banks during an epic spree in the 1980s.",2014,R,95,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt3254826,4.7,913.0,5.184,5.1,"['Jim Sturgess', 'Isabel Lucas', 'Patricia Arquette', 'Christopher Lambert', 'Chloë Sevigny', 'Vinessa Shaw', 'Will McCormack', 'Constance Wu', 'Kate Micucci', 'Oz Perkins', 'James Ransone', 'Megalyn Echikunwoke', 'Amy Ferguson', 'Susan Park', 'Joanne Spracklen', 'Cortney Palm', 'John Doe']","['Eddie Dodson', 'Pauline', 'Tina', 'Roy Fortune', 'Charlotte', 'Mimi', 'Detective Fred Mercury', 'Mika Oh', 'Sue Fellucci', 'Andy Segal', 'Jan Phillips', 'Jean', 'Sandy', 'Marilyn D', 'Bank Teller', ""Jan's Girl"", 'Detective Bill Holiday']",['Tristan Patterson'],"[""['thriller'"", ""'action'"", ""'crime'"", ""'drama']""]"
4952,tm150256,Desert Dancer,MOVIE,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",2014,PG-13,98,"['drama', 'music']","['MA', 'RO', 'AE', 'GB']",0,tt2403393,6.2,1905.0,4.427,7.0,"['Freida Pinto', 'Reece Ritchie', 'Tom Cullen', 'Nazanin Boniadi', 'Marama Corlett', 'Akin Gazi', 'Simon Kassianides', 'Makram J. Khoury', 'Tolga Safer', 'Neet Mohan']","['Elaheh', 'Afshin Ghaffarian', 'Ardavan', 'Parisa Ghaffarian', 'Mona', 'Farid Ghaffarian', 'Sattar', 'Mehdi', 'Stephano', 'Javadi, Naser']",['Richard Raymond'],"[""['drama'"", ""'music']""]"
4953,tm149089,Tasting Menu,MOVIE,"As one of the world's best restaurants opens for its final evening, a couple in the midst of a divorce who made their reservation a year ago (before separating) reunite for a once-in-lifetime meal.",2013,PG-13,85,"['comedy', 'european']","['ES', 'FR', 'IE']",0,tt1826753,5.6,523.0,1.54,4.3,"['Jan Cornet', 'Claudia Bassols', ""Vicenta N'Dongo"", 'Andrew Tarbet', 'Fionnula Flanagan', 'Stephen Rea', 'Togo Igawa', 'Marta Torné', 'Akihiko Serikawa', 'Timothy Gibbs', 'Andrea Ros', 'Andrés Herrera', 'Iván Morales', 'Marc Rodríguez', 'Santi Millán', 'Molly Malcolm', 'Luka Peroš', 'Octavi Pujades', 'Sara Espígul', 'Myles Purcell', 'Jose Mantero', 'Nancys Rubias', 'Josep Roca', 'Joan Roca i Fontané', 'Amanda Baqué', 'Óscar Monclús']","['Marc', 'Raquel', 'Mar', 'Max', 'Condesa', 'Walter', 'Ishao', 'Mina', 'Yoshio', 'Daniel', 'Paula', 'Ramón', 'Edu', 'Hidalgo', 'Presentador', 'Diane', 'Louis', 'Doctor', 'Infermera', 'Majordom', 'Cambrer', 'Músics', 'Sommelier', 'Xef', 'Cambrer', 'Cambrer']",['Roger Gual'],"[""['comedy'"", ""'european']""]"
4954,tm144515,Apartment Troubles,MOVIE,"Two codependent roommates, on the verge of eviction, flee New York for the promise of sunshine in Los Angeles where their friendship is tested by a chance at fame, a fortune teller and an amorous wealthy aunt.",2014,Unknown,95,"['drama', 'comedy']",['US'],0,tt2977110,4.2,575.0,3.433,5.4,"['Jess Weixler', 'Jennifer Prediger', 'Megan Mullally', 'Will Forte', 'Jeffrey Tambor', 'Bob Byington', 'Lance Bass']","['Nicole', 'Olivia', 'Aunt Kimberley', nan, nan, 'Uncle Rob', 'Judge']","['Jess Weixler', 'Jennifer Prediger']","[""['drama'"", ""'comedy']""]"
4955,tm178619,Coming Home for Christmas,MOVIE,"Sisters Kate and Melanie haven’t spoken to each other in years since a hurtful scene at Melanie’s wedding. Their parents, Wendy and Al, have let the pain of their daughters’ absence drive a wedge between them, and their tensions have led to a separation. Kate is determined to reunite the entire family for Christmas, and has the perfect spot… their old family home. The only problem is there’s someone else living there now.",2014,Unknown,87,['family'],['CA'],0,tt3004720,5.7,744.0,3.635,5.6,"['Benjamin Hollingsworth', 'Carly McKillip', 'Britt McKillip', 'Amy Jo Johnson', 'Kennedi Clements']","['Mike', 'Kate', 'Melanie', 'Wendy', 'Samantha']",['Vanessa Parise'],"[""['family']""]"
4956,tm184292,Tru Love,MOVIE,"TRU, 37, is a serial bed-hopping lesbian who cannot commit to a relationship or a job for long...that is, until she meets ALICE, 60, a beautiful widow, who has come to town at the last minute to visit her daughter, SUZANNE, 35, a too-busy corporate lawyer and Tru's friend. Alice and Tru begin to forge an unlikely friendship...and more. Suzanne, who has a deeply conflicted relationship with her mother and a complicated past with Tru, becomes increasingly alarmed at the growing bond between Tru and her mother. Tensions escalate after Suzanne witnesses an intimate moment between them. She tries to sabotage the budding romance, but it backfires, as Tru Love is hard to contain.",2013,Unknown,94,"['romance', 'drama']",['CA'],0,tt2952696,6.4,805.0,3.505,5.4,"['Kate Trotter', 'Shauna MacDonald', 'Peter MacNeill', 'Christine Horne', 'Anna Cyzon', 'Tattiawna Jones', 'Rachael Ancheril', 'Duff MacDonald']","['Alice', 'Tru', 'Richard', 'Suzanne', 'Jaimie', 'Angie', 'Claire', 'Scott']","['Kate Johnston', 'Shauna MacDonald']","[""['romance'"", ""'drama']""]"
4957,tm145216,Dabbe 5: Zehr-i Cin,MOVIE,"Dilek, a housewife suddenly starts to feel presence of something abnormal in a specific room in their house. Though her husband, Omer refuses to agree with her but situation become worse. They find out that, an ancient paranormal creature called Jinn, has cursed on Dilek. They seek for a way to cure her but instead they find out some shocking event of Dilek's early life.",2014,R,132,['horror'],['TR'],0,tt3886722,6.0,3708.0,4.722,5.5,"['Nil Günal', 'Ümit Bulent Dincer', 'Sultan Köroğlu Kiliç', 'Özbek Yildiz', 'Pelin Acar', 'Murat Seviş', 'Sema Özcan', 'Kubra Bayraktar']","['Dilek', 'Omer', nan, nan, nan, 'Deli Yasin', nan, nan]",['Hasan Karacadag'],"[""['horror']""]"
4958,ts139159,Knock Knock Ghost,SHOW,"Knock Knock Ghost. Comedian Richard Ryder, trembling assistant Brie Doyle and world class Psychic Medium Jim Hunt travel the country searching for proof of the afterlife. On Knock Knock Ghost, no place is too haunted for a laugh. Travel with the hilarious team as they explore some of Canada's most haunted locations, all while keeping a good sense of humour.",2014,Unknown,49,['comedy'],['CA'],1,tt5124168,6.9,141.0,0.604,6.0,[],[],[],"[""['comedy']""]"
4959,tm170031,Avalanche Sharks,MOVIE,"A snow avalanche awakens humungous, prehistoric sharks that proceed to chomp on bikini clad co-eds.",2014,Unknown,82,"['horror', 'scifi', 'thriller', 'action', 'comedy', 'fantasy']",['CA'],0,tt2622826,2.3,2272.0,8.875,3.4,"['Alexander Mendeluk', 'Kate Nauta', 'Benjamin Easterday', 'Eric Scott Woods', 'Kelle Cantwell', 'Richard Gleason', 'Amy Ninh', 'James Ouimet', 'Nicole Helen', 'Emily Addison', 'Mike Ruggieri', 'Erin Ross', 'Patrizia Cavaliere', 'Erika Jordan', 'Haley Stewart', 'Gina Holden', 'Jack Cullison', 'Mika Brooks']","['Wade', 'Diana', 'Lars', 'Dale', 'Madison', 'Sheriff', 'Hiro', 'Duffy', 'Carol', 'Jenna', 'Randy', 'Lacy', 'Karla', 'Barb', 'Beca', 'Nurse', 'Ted', 'Lola']",['Scott Wheeler'],"[""['horror'"", ""'scifi'"", ""'thriller'"", ""'action'"", ""'comedy'"", ""'fantasy']""]"
4960,ts43939,Building Dream Homes,SHOW,"This 15-part series follows some of the nation's architects leading the way in groundbreaking design, as they battle with builders, blueprints and the clients who hire them, all in the name of making dream properties become a reality.",2014,Unknown,29,['documentation'],['GB'],1,tt3789146,6.7,10.0,0.6,6.0,[],[],[],"[""['documentation']""]"
4961,tm171775,Love Is Not What It Used to Be,MOVIE,"Alex comes across Lucias life, two youngsters who start discovering each other, the escape velocity will determine their future.Paz y Jorge see how their relationship is fading and they don't know what to do, hyperbola, whose bodies will never go back to their point of origin. Albert and Irene meet after some decades of separation, parabola whose trajectories, it seemed, were not going to join again. Love is Not What It Used to Be is the story of the physical law of divergent trajectories.",2013,Unknown,90,"['comedy', 'european']",['ES'],0,tt2544864,5.0,149.0,0.846,5.8,"['Alberto San Juan', 'Blanca Romero', 'Nicolás Coronado', 'Aida Folch', 'Carlos Álvarez-Nóvoa', 'Petra Martínez']","['Jorge', 'Paz', 'Álex', 'Lucía', 'Albert', 'Irene']",['Gabi Ochoa'],"[""['comedy'"", ""'european']""]"
4962,tm182018,A Year in Burgundy,MOVIE,"This documentary follows seven wine-making families in the Burgundy region of France, delving into the cultural and creative process of making wine. You'll never look at wine the same way again.",2013,Unknown,88,"['documentation', 'drama', 'family', 'history']",['US'],0,tt2177180,6.9,557.0,3.409,7.3,"['Martine Saunier', 'Lalou Bize-Leroy', 'Christophe Perrot-Minot', 'Michel Morey', 'Fabienne Coffinet', 'Thibault Morey', 'Bruno Clavelier', 'Denis Mortet', 'Laurence Mortet', 'Arnaud Mortet', 'Michel Gay', 'Sebastian Gay', 'Dominique Cornin']","['Herself', 'Herself', 'Himself', 'Himself', 'Herself', 'Himself', 'Himself', 'Himself', 'Herself', 'Himself', 'Himself', 'Himself', 'Himself']",['David Kennard'],"[""['documentation'"", ""'drama'"", ""'family'"", ""'history']""]"
4963,tm152104,Mardaani,MOVIE,"Meet Shivani Shivaji Roy, Senior Inspector, Crime Branch, Mumbai Police, as she sets out to confront the mastermind behind the child trafficking mafia, which makes the mistake of kidnapping and smuggling a teenage girl who is like a daughter to her. Fighting a war which is very personal and in an obsessive hunt for the girl, Shivani stumbles into the world of debauchery, cruel desires and exploitation and onto a case that will change her life forever. What follows is a cat and mouse game between a fearless cop and a young and ruthless mafia kingpin. Catch Rani Mukerji in the lead, playing an edge of the seat role of a lifetime, in this raw and gritty film which will be a distinct departure from Pradeep Sarkar's style of filmmaking.",2014,PG-13,113,"['thriller', 'action', 'crime', 'drama']",['IN'],0,tt3495000,7.3,12543.0,4.762,6.6,"['Rani Mukerji', 'Tahir Raj Bhasin', 'Jisshu Sengupta', 'Sanjay Taneja', 'Mona Ambegaonkar', 'Priyanka Sharma', 'Anil George', 'Aman Uppal', 'Saanand Verma', 'Habib Al Aidroos', 'Gautam Babbar', 'Anant Vidhaat Sharma', 'Mikhail Yawalkar', 'Digvijay Rohildas']","['Shivani Shivaji Roy', 'Walt / Karan Ranstogi', 'Dr. Bikram Roy', 'Minister  Tanejaji', 'Manu Ranstogi', 'Pyaari', 'Vakeel', 'Mattoo', 'Kapil', 'Bob (The Drugs Supplier)', 'Tandon', 'Sunny Katyal', 'Inspector Balwinder Singh Sodhi', 'Jafar']",['Pradeep Sarkar'],"[""['thriller'"", ""'action'"", ""'crime'"", ""'drama']""]"
4964,tm199949,Sitting On The Edge Of Marlene,MOVIE,"SITTING ON THE EDGE OF MARLENE is a darkly comedic feature film drama that centers on a mother-daughter con artist duo. An adaptation of the Billie Livingston novella titled The Trouble With Marlene, it is a bittersweet and emotional journey that deals with dysfunction, love and addiction and ends with an unusual deliverance for the compelling mother and daughter duo.",2014,Unknown,96,"['crime', 'drama', 'comedy']",['CA'],0,tt4132310,6.4,63.0,2.219,5.2,"['Suzanne Clément', 'Paloma Kwiatkowski', 'Callum Keith Rennie', 'Dakota Daulby']","[nan, nan, nan, nan]",['Ana Valine'],"[""['crime'"", ""'drama'"", ""'comedy']""]"
4965,tm1132958,Pink: Staying True,MOVIE,"Pink breaks the mold once again, bringing her career to a new level in 2013 with a world tour that entertains unlike ever before! Get inside access to ""the girl who got the party started"" with exclusive interviews and rare live performances.",2013,Unknown,68,['documentation'],['US'],0,ttttttttt,6.1,464.0,0.601,6.0,"['Adele', 'Beyoncé', 'Pink']","['herself', 'herself', 'herself']",['Sonia Anderson'],"[""['documentation']""]"
4966,tm172748,Garden of Hedon,MOVIE,"In Garden of Hedon, a man named Owen wakes up in a mansion where every hedonism is perpetually indulged. Every hedonism, including murder. With no memory of how he got there and no help from the residents of the house, Owen sets out to stop the murderer in whatever way he can.",2013,Unknown,119,['horror'],['US'],0,tt1737794,3.1,173.0,2.567,5.0,"['Danielle Lozeau', 'Richard Cutting', 'Joanna Becker', 'Leanna Chamish', 'John C. Bailey', 'Beau Peregino', 'Andrew C. Ely', 'Vanessa Rae Bent', 'Frederick Cowie', 'Jessy Danner', 'Rob Dimension', 'Judith Grannas', 'Robert Haag', 'Kaitlyn Huffman', 'Lauren Lakis', ""Chris O'Brocki"", 'Manuel Poblete', 'Taylor Rae', 'Daniel Ross', 'Annabelle Shore', 'Paul Sieber', 'M.T. Smith', 'Ryan Thomas', 'Heather England']","['Maria de Alverta', 'Owen', 'Club Girl', 'Betsy', 'Tom', 'Geoffrey', 'The Servant', 'Jacky', 'Brian', 'Rachel', 'Steve The Stoner', 'Dena', 'Grant', 'Lucy', 'Liz', 'Malick', 'Oscar', nan, 'Gambler / Voice of Servant', 'Jessie', 'Allen', 'Jason', 'Rusty', nan]",['Kevin Kangas'],"[""['horror']""]"
4967,tm172047,Keiko The Untold Story of the Star of Free Willy,MOVIE,"The millions of Keiko fans around the world finally learn the truth about what really happened when the Free Willy star became the first and only captive orca to be released back into the wild. The most unlikely candidate for release because of his long years in captivity, actually thrived for over 5 years in his home waters, gaining over 3000 lbs during his rehabilitation, mixing it up with wild orcas, swimming across the North Atlantic, and finally passing as a middle aged orca as the only captive orca to ever be successfully rehabilitated and released back to to the 'wild' - come join Keiko's Pod and help Rescue Rehab and Release all of the other whales and dolphins currently in captivity.",2013,Unknown,75,['documentation'],['US'],0,tt3045810,8.0,89.0,4.019,10.0,['Keiko'],['Self (archive footage)'],[],"[""['documentation']""]"
4968,tm135908,Eat With Me,MOVIE,"When Emma moves in with her estranged, gay son, the pair must learn to reconnect through food where words fail, and face the foreclosure of the family’s Chinese restaurant and a stubborn fear of intimacy.",2014,Unknown,95,"['comedy', 'drama', 'romance']",['US'],0,tt2274604,6.9,1307.0,5.253,6.5,"['Sharon Omi', 'Teddy Chen Culver', 'Nicole Sullivan', 'George Takei', 'Aidan Bristow', 'Jamila Alina', 'Scott Keiji Takeda', 'Burt Grinstead', 'Bradley Bundlie']","['Emma', 'Elliot', 'Maureen', 'George', 'Ian', 'Jenny', 'James', 'Austin', ""George's Grand Nephew""]",['David Au'],"[""['comedy'"", ""'drama'"", ""'romance']""]"
4969,ts36012,A New Leaf,SHOW,"Kim Seok Joo (Kim Myung Min) is a cold, calculating lawyer who is vying to become successful at all costs. After a fateful accident causes him to lose his memory, Kim Seok Joo must rediscover who he is as a person and choose whether he will fight for justice or fall back into his old ways. Before the accident, he was engaged to the only grandchild of a wealthy family, Yoo Jung Sun (Chae Jung Ahn), but with no memory of her, he begins to fall for Lee Ji Yoon (Park Min Young), an idealistic intern at his law firm. As he regains his memories, will his heart choose new love or old greed?",2014,TV-Y,58,"['drama', 'romance']",['KR'],1,tt3718836,6.3,78.0,2.595,7.8,"['Kim Myung-min', 'Park Min-young', 'Kim Sang-joong', 'Chae Jung-an', 'Jin Yi-han', 'Oh Jung-se', 'Choi Il-hwa', 'Lee Han-wi', 'Lee Min-hyuk', 'Kim Seo-kyung', 'Lee Ju-yeon', 'Jung Han-yong', 'Ahn Sun-Young', 'Lee Moon-jung']","['Kim Seok-joo', 'Lee Ji-yoon', 'Cha Young-woo', 'Yoo Jung-seon', 'Jeon Ji-won', 'Park Sang-tae', 'Kim Shin-il', 'Team leader Kang', 'Lee Ji-hyuk', 'Seo-kyung', 'Lee Mi-ri', 'Kwon Jae-yoon', 'Lee Ae-sook', 'Lee Moon-jung']","['Park Jae-bum', 'Oh Hyun-jong']","[""['drama'"", ""'romance']""]"
4970,tm139070,Enter the Dangerous Mind,MOVIE,"A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.",2013,Unknown,88,['thriller'],['US'],0,tt2229377,5.0,1089.0,3.366,4.9,"['Jake Hoffman', 'Nikki Reed', 'Thomas Dekker', 'Scott Bakula', 'Jason Priestley', 'Gina Rodriguez', 'Skyler Brigmann', 'Ruby Wendell']","['Jim Whitman', 'Wendy', 'Jake', 'Kevin', 'Dr. Dubrow', 'Adrienne', 'Young Jake (as Skyler Briggmann)', 'Nadine']","['Victor Teran', 'Youssef Delara']","[""['thriller']""]"
4971,tm180848,Deep Dark Canyon,MOVIE,"Bloom Towne is a small-town sheriff under the thumb of the well-established, deeply influential Mayor Dick Cavanaugh's family. When Bloom's two teenage sons, Nate and Skylar accidentally shoot and kill Dick during a deer-hunt, Bloom's long-held allegiance to the reigning Cavanaugh clan is tested. Skylar (still a minor) decides to take the wrap for his older brother Nate, claiming he fired the fatal shot. The Cavanaugh family's quick retaliation sends Skylar on his way to county jail, soon to be tried as an adult. Desperate and guilt-ridden, Nate breaks Skylar out of jail and sets off a chain of lawless acts, which send them deep into the woods and on the run. Bloom's choice between the law and his sons leads to revelations of old family secrets that threaten to destroy everything he loves.",2013,R,90,"['thriller', 'action', 'drama']",['US'],0,tt1961262,5.0,1054.0,5.165,6.2,"['Spencer Treat Clark', 'Nick Eversman', 'Ted Levine', 'Matthew Lillard', 'Martin Starr', 'Michael Bowen', 'Greg Cipes', 'Justine Bateman', 'Abraham Benrubi', 'Nicolas Christenson', 'Shawn Shultz', 'Peter Coventry Smith', 'Stacey Travis', 'Scott Tree', 'Blayne Weaver']","['Nate Towne', 'Skylar Towne', 'Bloom Towne', 'Jack Cavanaugh', 'Lloyd Cavanaugh', 'Randy Cavanaugh', 'Guthrie Cavanaugh', 'Cheryl Cavanaugh', 'Michael Spencer', 'Tony Cavanaugh', 'Harry Cavanaugh', 'Joel Cavanaugh', 'Melanie Cavanaugh', 'Skip Cavanaugh', 'Tom Cavanaugh']","['Abe Levy', 'Silver Tree']","[""['thriller'"", ""'action'"", ""'drama']""]"
4972,tm156647,Next Time I'll Aim for the Heart,MOVIE,"Between 1978 and 1979, the inhabitants of the Oise are in fear of a maniac who kills several hitchhikers and escape the police. He was then dubbed ""the killer of the Oise"" is actually a shy young policeman who will investigate his own murder, only to lose control of the situation.",2014,PG-13,111,"['thriller', 'european', 'crime', 'drama']",['FR'],0,tt3324494,6.4,2798.0,7.088,5.9,"['Guillaume Canet', 'Ana Girardot', 'Jean-Yves Berteloot', 'Cédric le Maoût', 'Alice de Lencquesaing', 'Nicolas Ronchi', 'Nicolas Carpentier', 'Pierick Tournier', 'Alexandre Carrière', 'Franck Andrieux']","['Franck', 'Sophie', 'Lacombe', 'Olivier', 'Melissa', 'Le medecin', 'Paul', 'Carpentier', 'Ossart', 'Auzier']",['Cédric Anger'],"[""['thriller'"", ""'european'"", ""'crime'"", ""'drama']""]"
